text,label,id
@Mariia47761621 Ахахаха это носки?,positive,1310983985313583104
"сказка про кукушку-путешественницу, что постоянно куда-то отъезжает",negative,1226932884629532673
@leejooli 😂🤣😅 Тик ток отпусти Чжухони),positive,1247981378492399616
Мальчик из Питера только жди меня.. Жди меня :&gt;,positive,1289600144275431424
"89🌙
Ты красиво рисуешь :)) 
Интересный аккаунт, и я снова ахуеваю с кол-во твитов... Очень милая, удачи тебе во всем ~",positive,1257367635232280579
нервно жду 20 минут в надежде что это ВСЁ,negative,1316715161982468096
@zweiteiliger Понял :),positive,1292194195457937409
проснулись расплакалась,negative,1303955011307798529
"Отдых в Пятигорске. О бессовестной и жадной хозяйке и глупых отдыхающих.Мои друзья из Армавира, (их двое — он и она https://t.co/CAzVmhiR7M",neutral,1297488812197675009
смотрит в пустоту https://t.co/ONQQ0WbIeA,neutral,1281182687856939009
"хорошо, что я вовремя опомнилась)0",positive,1304815820867067904
@homo_legens_ НУ НА ВОТ (НЕ)ПОДАВИСЬ https://t.co/3XBk7nusgJ,negative,1263443055245484032
Боже какие же мужики мерзкие,negative,1236926774405185536
"@osakhalinIsland Напоминание) Правильно и сделали, освежили память.",positive,1300004190840905728
"Мне грустно, плохо и я хочу наполеон...
Или выпить 
Я так и не поняла, помогите, пожалуйста",negative,1292546668005646341
"Вот что то, а гели этой серии у ив роге офигенные. Мне очень нравится ещё бразильский кофе)) https://t.co/hw24S4P30D",positive,1316295924537339906
@PuimekSter самые прекрасные,positive,1334714593978052609
"@Suka_Khvostatay Хорошо)))
Бывает",positive,1274029809887297541
"@mrborman27 @censor_net Ссыкливая рашка в Крыму топнула ногой, и отважных хохлов как ветром сдуло. Без единого выстрела.",negative,1266371648317296642
@LisE5s их ещё не спрашивали.:,neutral,1302239910041133057
"@agggression Ахаха, БОжЕ ДА",positive,1293936886822707204
@ssatan_twt ппц ною🥺🥺🥺🥺🥺,negative,1336744251242242052
"бля одна радость была Манни с Тор-Тором, да и тех разлучили:(",negative,1283742492526075905
ПРОСТО БЛЯТЬ ЧТО ЗА ХУЙНЯ ПРОИСХОДИТ В ЭТОМ СЕЗОНЕ,negative,1267481079478456326
Этот факт делает мне больно https://t.co/bM33OVZaSg,negative,1323596957886152705
@sadflit нож? хаха КОПЬЕ,positive,1304161165522735111
@navsikaya__ В какую погоду подойдут ?,neutral,1326821190690693121
"@azim_azimovv Кроме поверхностного наносного слоя, не вижу принципиального отличия. На ваш взгляд, в чем отличие?",neutral,1219217500170264576
"Проснулись, увидели, что сегодня вся лента заполнена рейгеном аратакой, улыбнулись",positive,1314894796314546176
@aktiv1ty :(сука:(,negative,1323642302510891010
Ебаный чайнаюик опять тебя ставить да ты заебал,negative,1298806335375650816
"Наконец-то у меня бинго!!!
Хотя бы где-то https://t.co/YZeHhGnxWD",positive,1262008599066394624
@kaminskayaaaaa На него такой смайлик : https://t.co/BhFPJGsjTp,neutral,1289976591435653120
@shadow_hunt Она явно повидал жизнь с такой то внешкой. https://t.co/3l23sWBW1z,negative,1215567516141006849
Почему я второй день стою в пробках в питере? Вы зачем вы вышли из дома,negative,1301912179705249794
@dlinnychulok А вам какая-то помощь от немецкого правительства полагается в этом случае?,neutral,1246078242399887360
"Женщины - пиздаболы, хотя иногда среди них встречаются нормальные пацаны...",negative,1340404360292028417
@CXCLXNXS @valgrizgel 32 гб живу спокойно все что нужно есть радуюсь жизни,positive,1271334311049023488
"Выпадет ... Не дождётесь!
https://t.co/yQhJEyB2fe",neutral,1315701964932632576
@melksshake Фак офф просто,negative,1286159837701844992
опять эту голову сраную мыть надо,negative,1300823095117217792
Сладеньких снов всем кто увидит этот твит💫💙💫💙💫💙,positive,1299108237162295297
@Mynaylu ОООО я там была но мне не понравилось я нашла виде с лип арми тикток и обосралась,negative,1321141100632068097
яяяяя люблю тебя боже мой невыносимо https://t.co/j5ErvDCJYv,positive,1332079782557851656
"@JaneR1507 Мои тяжкие думы лишь о том, какие пасхалки в клипах мы ещё не заметили и какие флэшбэки нас ожидают в клипе Сынёна 😆",positive,1276071039206858757
@pink_alink да нужно бы попробовать,neutral,1259917528819736577
@myvenusdoom_ @wkdra ЭТО ВСЕ РЕТРОГРАДНЫЙ МЕРКУРИЙ,neutral,1229513614689734661
"@aslanygh Вообще не думаю. Наверно, задумался после этого и пересмотрел своё отношение, иншаалла. Заодно решил не напрашиваться лишний раз",neutral,1273240773216141313
Дрочить на женщин тоже нельзя потому что это их тоже объективирует,neutral,1314603841657204742
@pakarini Не слушай... смотри https://t.co/hBDRVmZx0M,neutral,1327330890901573632
@tamiichao умоляю 😂😂😂😂,positive,1321429651982585856
У меня сейчас мозг взорвётся😩,negative,1237143473125548032
"@UaNavigator Надо их всех отправлять по домам, чтобы строили страну мечты у себя дома в Сомали, Мозамбике, Анголе, Камеруне, Нигерии.",negative,1271848989894246400
мне кажется я создала шедевр,positive,1266051471902203904
@daranset да это я,neutral,1260691772159791105
Что за цирк????  Почему мы ролис за бтс?!?!?! ВСмысле!!?!?!? Что за черт!?!?!  Яне понимать!?!?!,negative,1221047894414954496
@MlNIMONII мне вчера приснилось то что мне отлизал минхо на подоконнике,positive,1302576301644091392
@Dredd_Director Упоротая дура!!!,negative,1268668872800026624
Знаете что? Маркхёки https://t.co/wsIjXPYrja,neutral,1327662190585896962
@uwuhoubie такой вааау 😭,positive,1299283684885966848
@LesyaUA7Evropa Та ну.....,neutral,1326181341201911808
@1UVLE оо надеюсь ты будешь весь день на позитиве 😎🤟🏻,positive,1301755258243252226
Лешенька а тебя то как туда затащили? https://t.co/F453dWJKMs,neutral,1285967101044207616
@Ukronos @veria_feeria Сколько подписка на Яндекс стоит?,neutral,1252290707085234176
@tvoi_mordor тебе еще эти 2 недели на 2 части разбили(,negative,1300762642634682370
"@spacelordrock А почему ему золотой дали? Что бы визуально понимать где Путин, а где остальные?",neutral,1242452723771019266
Веселые карусельки)) https://t.co/RI9JWDt33x,positive,1220386146489962496
@AgustaD7 Мэкачина. Прикольно 😆,positive,1333014411896893441
"covid19,коронавирус",neutral,1243865491208392704
@rosvld могу написать вам в дм?,neutral,1215903698028761090
Богиня в кадре💔 https://t.co/Otj4YyCKrm,positive,1269219689789521920
пиздец не надо войн в мире пожалуйста тупые вы люди,negative,1214712016574844932
"@riyashtt СТОЙ ЧТО, ЭТО УВЕДЫ НА??????? МЕНЯ?????????",neutral,1329008394406137858
Пицца: в мире нет вкуснее еды  https://t.co/EUZ5poEvaB,positive,1243937511581405184
"@brokkoletty Хорошо, буду 🥺💜❤️💜",positive,1303369847171096577
@MaSpace77 Я верю! Так что)),positive,1267455305451032576
@isangtoyourmom хорошо главное не выгори!!!,positive,1323985006524588032
блятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблятьблять,negative,1280251799803478024
"Информация о техногенных пожарах, произошедших на территории Алданаского района https://t.co/XhbAgiJrTs",neutral,1234077172668739584
@krisdayni @fstshkk мне пiхуй я очкозавр,negative,1249660903647305728
@hahahakillmehah бедная 😭,negative,1300470928804118541
"Как же я люблю, когда фронтов очень много. 
3 победы, одна ничья. 
Good start!",positive,1336019551000162304
опять эту голову сраную мыть надо,negative,1300823095117217792
@oohvante лиз какова хуя,negative,1299064826120069120
Русский зимний футбол. https://t.co/gTbUkK54kw,neutral,1231189750880636928
"@absurd_arbus ali_saIS_Dead простите, а можно с вами? 👉👈",neutral,1307014844122624000
"Женские ошибки, искажающие форму лица https://t.co/iip9quGRtZ",negative,1259446885955194881
"Сегодня я снова буду писать после смены обещания,как я хочу уйти из этой неблагодарной профессии,но до февраля точно не уйду.",negative,1338084218149154818
"Избавьте пожалуйста меня от этого дурацкого #shampoochallange, вся лента в нём🤦‍♀️ Не всем хочется лицезреть ваше достоинство",negative,1257366381168857101
Мохаммед Дауд выпал из строя до конца сезона - травма. https://t.co/t4PeCfViT0,negative,1266337955448344576
я нашла свою фотку которая вообще была сделана в январе боже https://t.co/alhDzec6QH,neutral,1275301011167621122
"@gonduras1972 Откуда ж такое появилось то . Самый главный распорядитель, ну и ,наверное, самый сильный😂",positive,1230596013565652992
Как же я устал от порнухи в Инстаграме,negative,1259806727895158786
@elyastra Что это за новое стекло? Я готова чувствовать себя живой снова,positive,1253406299666223104
@Fuck_y0u1 Планиметрияяяя,neutral,1323633150547922945
@yangiloveuuu скоро буду;) смотри ужин не спали~,neutral,1285708669003472896
Не знаю как описать насколько сильно я люблю эту обложку https://t.co/GbiMHwB0M3,positive,1315006436091592706
"я сейчас понял,на что похожи мои ключицы... https://t.co/DhR4hORZvE",neutral,1215350117009674240
@lovelybrina_ КИСА,neutral,1285321111127851009
@fanjimin172822 я согласна https://t.co/YtCj9iq8wx,neutral,1243157970818654208
@haveac1gar триллион флопсов,neutral,1306646248716406784
ты мой сахар и в этом соль,neutral,1303350628853395456
Бля ну все в ленте никого а я не хочу спать можт с кем то поболтать,negative,1235711197980160000
Овощная лазанья с тыквой и эскаролом https://t.co/kUHtD6WunY #рецепты #еда #лазанья,neutral,1222959557540040704
"Я удалю тебя из друзей 
Я выкину свой телефон",negative,1284183792060694530
7) мой скринтайм чаще всего 8+ часов,neutral,1297971526248144896
"Молодожены с помощью родителей купили ""Ладу"";    - Запишем на меня! - сказал муж;    - Квартиру на тебя записали; А у нас во всем справедли",neutral,1216267172202323968
"Написать функцию max с переменным количеством параметров, находит минимальное... https://t.co/8kmtODFINX",neutral,1330878173186232322
@fox_stpd Дай обниму https://t.co/kGlwb2QH9d,positive,1336644716209860608
@monteKlever @yandexmaps В регионах 2gis очень крутые.,positive,1223715761178468355
"Там реально будет с кем встретиться и что посетить, легендарный",positive,1272239882266697728
"обожаю этот тип отношений, когда вы как бы по кусочкам дополняете мысли, действия",positive,1306949421377228800
"мне уже скоро 22 года, а я всё еще не понимаю КОМУ И ДЛЯ КАКИХ ЦЕЛЕЙ ТРЕБОВАЛОСЬ ОКНО ИЗ ВАННОЙ НА КУХНЮ",neutral,1223599457318686721
@raspizdyulina Это чой та?,neutral,1331883333941334017
"Смешно,но с какой-то частью из всего этого у меня реально присутствует 
Хочу уже не первый месяц сходить к психологу https://t.co/OB3I1THxoc",neutral,1339162355591155718
@khaki_triangle Три минуты осталось,neutral,1293298106923180036
мне кажется если бы у руби был сольник он был бы пиздатым,positive,1278416116545654784
"Бордомыхский дог. Да.
Ваш Дед. https://t.co/cuU7sctGAJ",neutral,1331737116318031872
Андрей Муковозчик: Люди с улицы предлагают быть объективными. Но сами не хотят https://t.co/oUryprRYWr,negative,1325887605712547840
@dasha_hotpotato бро.....,neutral,1306843930437263361
@SofiEapr про РФС жиза,neutral,1310917081970475010
@GRfnNsLZRLuY6TJ @MoyshaSheckel7 @vishaserova С хомячками🤢,neutral,1332704301832163329
"@iovoglioamare в большом я был, там не очень гостеприимные ребята...",negative,1311692512306835457
Мой мем набрал 41 лайк😳💅,positive,1299002591049920512
@ebobo888 зато не с мужиком 😎,positive,1287302890412023813
@twt_bts_______ @BTSTRAXHITE что это не она,neutral,1294556440070434816
мне больно смотреть на свою руку,negative,1286032397990072320
@herringbonesalt @BadaBoomBabay @Sancho_Mark_ll @SobolLubov Скройся малолетнее необразованное шмо!,negative,1308772031014612995
@omena_unicorn *ОБНИМАЮ*,positive,1271870544426815489
"@vamprave отличная работа, коть 😍✨",positive,1212356344453443587
"Ура! Мной завершено задание ""Любимец горожан"" в игре Big Business HD для iPad!  #ipad #gameinsight #ipadgames",neutral,1277418392287404032
@DenisDolgirev да ... да ДА,neutral,1269341882439663620
@SergUA63 Радует курс европейских держав Румынии и Молдавии....не зря небесная сотня........,positive,1310475706963496960
@stayloveswoojin Дыня,neutral,1285265175898140674
ДА ТЫ ЗАЕБАЛ МЕНЯТЬ АККАУНТЫ https://t.co/BaTu9c2a2p,negative,1331550725609054212
Хочу просто обниматься обниматься обниматься обниматься обниматься,positive,1320788271581057027
@Best_Ural Честь ему и хвала.Один честный нашелся на просторах РФ.Люди...Почему вы молчите?,negative,1237767254219112456
@optimisster Остерегайся людей с именем Понтий Пилат. И не мой ни кому ноги. Хотя бы до тридцати четырёх.,negative,1276578281555283968
Коронавирус в России убил уже свыше 5000 человек • ГЛАВК – последние новости со всего мира https://t.co/VMtH6ZIc8T,negative,1267857803470913536
"- назовите имя для брони
- а любое можно?",neutral,1332649822000656384
@ustroydestroy20 +++ тебе за пост,positive,1288449898325725184
@velsonar Почему?(,neutral,1303396380346585090
"@Dima__Krilov @MrMaaay @MercUSSR Не переживай, таких мало...их голос тоньше писка.",negative,1247380817053126656
@juisiee А НУ ВЫШЕЛ ИЗ ТВИТТЕРА,negative,1271904098875514882
"@yoursbitchh Все равно ненадолго
/протягивает пистолет/
Мне очень нужна ваша помощь",negative,1233127850670252032
"И так, синяки на коленях🤔🤔🤔 Марию Хвасы я не танцевала, так откуда эти сволочи взялись?",negative,1305956545738534913
@nadyeva @doshirak_man соболезную всем московским по этому поводу,negative,1297190853023338496
@khnhnw Жаль что нельзя отдать тебе все деньги мира чтобы ты наняла себе личного повара,positive,1249038372477296640
@iamatmylimit Стэню все правильно сделали королева 🤲💖,positive,1331677615917240322
У меня сдох телефон короче всем спокойной ночи,negative,1298766862776520705
"Я спала меньше 4 часов, знаете как я себя чувствую? Я себя вообще не чувствую",negative,1326012558252380160
"В среду забрали Окс с дачи, на этом праздники закончились))",positive,1282744336275460098
@darias_twt Ты смешная😅😅😅,positive,1250765041567178753
"я давно так не хотела продолжить смотреть сериал и давно так мало отвлекалась на смартфон, как во время просмотра devs",neutral,1246845976184336386
Проверила сейчас словарный диктант. Насчитала у одного ученика около 40 ошибок. Класс. https://t.co/sGvGLHcKLc,negative,1335624426621177857
"@afallman Списывать не давал, а помогал парочке двоечников с уроками) соответственно имел их уважение и защиту если что)",neutral,1305554534270459909
@uzeg1 Юүүүү аниа 😍,positive,1256943603714154497
@antonhartzman *два часа рассматривает свой нос в зеркало*,neutral,1299377620530888706
"❗Шойгу заявил, что пуск ракет ""Булава"" был выполнен на дальность 5,5 тыс. км https://t.co/0qy3SM6cs2 https://t.co/qLSy4Rgrzp",neutral,1337789404685824000
ШИППЕРЮ!!!!!! https://t.co/0VFHMNomYk,positive,1332033527743975424
@diphyleia_grayi я думаю это легко объяснить их же одевает см,neutral,1340264924854038528
@OOO_Dolbodyatl @shopin19711 не надо убивать бедную проституку,negative,1259024393730232320
"Ооо, что то вышло ?",neutral,1264150319761633280
@olyagfurslf да я специально 😎😎😎,neutral,1261981881341554689
"@ove44ka 😍😍😍😍😍
Очень рада, что у тебя сегодня был такой восхитительный день💛✨💛",positive,1294752209184358404
@ja_jamong_ еще хуже,negative,1320383147972923393
Зато у меня есть розовые шмотки~ https://t.co/JwAZ4EAD6m,positive,1303429494372409344
Я СКАЧАЛА ТЕРРАРИЮ НА НОУТ @altaismylove,positive,1291400410830376960
@pavel_gord Привет подпишись,neutral,1246443994088906752
@chinquiniaaa меня не за что любить,negative,1271743838713937926
"@1A6zNzORhEWMA3X @mr1717mailru1 Да кожу снять, чего уж там",negative,1234349626242850816
"""сижу как большой"" (с)

уже кто-то делал тред ""Ярослав Баярунас как Дэвид Теннант, не умеющий сидеть на стульях""?",negative,1343877973842259968
